GeneID,Experiment,Expression_Change
Zm00001d029025,Drought stress,Increases under treatment
Zm00001d008287,Drought stress,Increases under treatment
Zm00001d034109,Drought stress,Increases under treatment
Zm00001d004512,Drought stress,Increases under treatment
Zm00001d009088,Drought stress,Increases under treatment
Zm00001d037724,Drought stress,Increases under treatment
Zm00001d043752,Drought stress,Increases under treatment
Zm00001d003188,Drought stress,Increases under treatment
Zm00001d003190,Drought stress,Increases under treatment
Zm00001d021249,Drought stress,Increases under treatment
Zm00001d044189,Drought stress,Increases under treatment
Zm00001d007753,Drought stress,Increases under treatment
Zm00001d028750,Drought stress,Increases under treatment
Zm00001d014949,Drought stress,Increases under treatment
Zm00001d047290,Drought stress,Increases under treatment
Zm00001d034757,Drought stress,Increases under treatment
Zm00001d046827,Drought stress,Increases under treatment
Zm00001d049502,Drought stress,Increases under treatment
Zm00001d027355,Drought stress,Increases under treatment
Zm00001d034673,Drought stress,Increases under treatment
Zm00001d015791,Drought stress,Increases under treatment
Zm00001d002068,Drought stress,Increases under treatment
Zm00001d011013,Drought stress,Increases under treatment
Zm00001d017840,Drought stress,Increases under treatment
Zm00001d021666,Drought stress,Increases under treatment
Zm00001d042279,Drought stress,Increases under treatment
Zm00001d046919,Drought stress,Increases under treatment
Zm00001d021931,Drought stress,Increases under treatment
Zm00001d008983,Drought stress,Increases under treatment
Zm00001d044866,Drought stress,Increases under treatment
Zm00001d008367,Drought stress,Increases under treatment
Zm00001d011835,Drought stress,Increases under treatment
Zm00001d042886,Drought stress,Increases under treatment
Zm00001d010840,Drought stress,Increases under treatment
Zm00001d043913,Drought stress,Increases under treatment
Zm00001d034978,Drought stress,Increases under treatment
Zm00001d048361,Drought stress,Increases under treatment
Zm00001d029673,Drought stress,Increases under treatment
Zm00001d013725,Drought stress,Increases under treatment
Zm00001d028360,Drought stress,Increases under treatment
Zm00001d037816,Drought stress,Increases under treatment
Zm00001d032295,Drought stress,Increases under treatment
Zm00001d008730,Drought stress,Increases under treatment
Zm00001d018090,Drought stress,Increases under treatment
Zm00001d008727,Drought stress,Increases under treatment
Zm00001d006688,Drought stress,Increases under treatment
Zm00001d043261,Drought stress,Increases under treatment
Zm00001d002967,Drought stress,Increases under treatment
Zm00001d043263,Drought stress,Increases under treatment
Zm00001d040979,Drought stress,Increases under treatment
Zm00001d049661,Drought stress,Increases under treatment
Zm00001d041201,Drought stress,Increases under treatment
Zm00001d003197,Drought stress,Increases under treatment
Zm00001d052357,Drought stress,Increases under treatment
Zm00001d027832,Drought stress,Increases under treatment
Zm00001d033571,Drought stress,Increases under treatment
Zm00001d025907,Drought stress,Increases under treatment
Zm00001d048472,Drought stress,Increases under treatment
Zm00001d053686,Drought stress,Increases under treatment
Zm00001d003446,Drought stress,Increases under treatment
Zm00001d049786,Drought stress,Increases under treatment
Zm00001d042862,Drought stress,Increases under treatment
Zm00001d042143,Drought stress,Increases under treatment
Zm00001d020717,Drought stress,Increases under treatment
Zm00001d004620,Drought stress,Increases under treatment
Zm00001d002084,Drought stress,Increases under treatment
Zm00001d029688,Drought stress,Increases under treatment
Zm00001d052030,Drought stress,Increases under treatment
Zm00001d022254,Drought stress,Increases under treatment
Zm00001d033273,Drought stress,Increases under treatment
Zm00001d025142,Drought stress,Increases under treatment
Zm00001d013737,Drought stress,Increases under treatment
Zm00001d050347,Drought stress,Increases under treatment
Zm00001d013730,Drought stress,Increases under treatment
Zm00001d032825,Drought stress,Increases under treatment
Zm00001d029529,Drought stress,Increases under treatment
Zm00001d044078,Drought stress,Increases under treatment
Zm00001d011785,Drought stress,Increases under treatment
Zm00001d039200,Drought stress,Increases under treatment
Zm00001d014140,Drought stress,Increases under treatment
Zm00001d042117,Drought stress,Increases under treatment
Zm00001d011735,Drought stress,Increases under treatment
Zm00001d012463,Drought stress,Increases under treatment
Zm00001d034360,Drought stress,Increases under treatment
Zm00001d016166,Drought stress,Increases under treatment
Zm00001d020898,Drought stress,Increases under treatment
Zm00001d034107,Drought stress,Increases under treatment
Zm00001d052061,Drought stress,Increases under treatment
Zm00001d020773,Drought stress,Increases under treatment
Zm00001d005381,Drought stress,Increases under treatment
Zm00001d014291,Drought stress,Increases under treatment
Zm00001d002091,Drought stress,Increases under treatment
Zm00001d039948,Drought stress,Increases under treatment
Zm00001d017199,Drought stress,Increases under treatment
Zm00001d010416,Drought stress,Increases under treatment
Zm00001d020752,Drought stress,Increases under treatment
Zm00001d025434,Drought stress,Increases under treatment
Zm00001d051664,Drought stress,Increases under treatment
Zm00001d053722,Drought stress,Increases under treatment
Zm00001d035047,Drought stress,Increases under treatment
Zm00001d047847,Drought stress,Increases under treatment
Zm00001d051419,Drought stress,Increases under treatment
Zm00001d016705,Drought stress,Increases under treatment
Zm00001d017557,Drought stress,Increases under treatment
Zm00001d012313,Drought stress,Increases under treatment
Zm00001d026649,Drought stress,Increases under treatment
Zm00001d036091,Drought stress,Increases under treatment
Zm00001d014787,Drought stress,Increases under treatment
Zm00001d029051,Drought stress,Increases under treatment
Zm00001d024996,Drought stress,Increases under treatment
Zm00001d007090,Drought stress,Increases under treatment
Zm00001d006948,Drought stress,Increases under treatment
Zm00001d027992,Drought stress,Increases under treatment
Zm00001d021629,Drought stress,Increases under treatment
Zm00001d027550,Drought stress,Increases under treatment
Zm00001d004524,Drought stress,Increases under treatment
Zm00001d036875,Drought stress,Increases under treatment
Zm00001d014702,Drought stress,Increases under treatment
Zm00001d011606,Drought stress,Increases under treatment
Zm00001d002549,Drought stress,Increases under treatment
Zm00001d028094,Drought stress,Increases under treatment
Zm00001d027345,Drought stress,Increases under treatment
Zm00001d036001,Drought stress,Increases under treatment
Zm00001d028392,Drought stress,Increases under treatment
Zm00001d021168,Drought stress,Increases under treatment
Zm00001d002856,Drought stress,Increases under treatment
Zm00001d013635,Drought stress,Increases under treatment
Zm00001d003671,Drought stress,Increases under treatment
Zm00001d038618,Drought stress,Increases under treatment
Zm00001d029366,Drought stress,Increases under treatment
Zm00001d029365,Drought stress,Increases under treatment
Zm00001d008408,Drought stress,Increases under treatment
Zm00001d005018,Drought stress,Increases under treatment
Zm00001d036918,Drought stress,Increases under treatment
Zm00001d038991,Drought stress,Increases under treatment
Zm00001d003009,Drought stress,Increases under treatment
Zm00001d034444,Drought stress,Increases under treatment
Zm00001d030526,Drought stress,Increases under treatment
Zm00001d027888,Drought stress,Increases under treatment
Zm00001d031325,Drought stress,Increases under treatment
Zm00001d008422,Drought stress,Increases under treatment
Zm00001d038167,Drought stress,Increases under treatment
Zm00001d008546,Drought stress,Increases under treatment
Zm00001d041718,Drought stress,Increases under treatment
Zm00001d051871,Drought stress,Increases under treatment
Zm00001d042127,Drought stress,Increases under treatment
Zm00001d004705,Drought stress,Increases under treatment
Zm00001d023620,Drought stress,Increases under treatment
Zm00001d014135,Drought stress,Increases under treatment
Zm00001d019279,Drought stress,Increases under treatment
Zm00001d020170,Drought stress,Increases under treatment
Zm00001d040201,Drought stress,Increases under treatment
Zm00001d023669,Drought stress,Increases under treatment
Zm00001d015477,Drought stress,Increases under treatment
Zm00001d018336,Drought stress,Increases under treatment
Zm00001d011051,Drought stress,Increases under treatment
Zm00001d004248,Drought stress,Increases under treatment
Zm00001d023800,Drought stress,Increases under treatment
Zm00001d016542,Drought stress,Increases under treatment
Zm00001d046281,Drought stress,Increases under treatment
Zm00001d043229,Drought stress,Increases under treatment
Zm00001d038974,Drought stress,Increases under treatment
Zm00001d026036,Drought stress,Increases under treatment
Zm00001d046812,Drought stress,Increases under treatment
Zm00001d042536,Drought stress,Increases under treatment
Zm00001d006467,Drought stress,Increases under treatment
Zm00001d012322,Drought stress,Increases under treatment
Zm00001d048311,Drought stress,Increases under treatment
Zm00001d014258,Drought stress,Increases under treatment
Zm00001d014848,Drought stress,Increases under treatment
Zm00001d015356,Drought stress,Increases under treatment
Zm00001d040796,Drought stress,Increases under treatment
Zm00001d023694,Drought stress,Increases under treatment
Zm00001d019650,Drought stress,Increases under treatment
Zm00001d045042,Drought stress,Increases under treatment
Zm00001d042274,Drought stress,Increases under treatment
Zm00001d044864,Drought stress,Increases under treatment
Zm00001d040067,Drought stress,Increases under treatment
Zm00001d013927,Drought stress,Increases under treatment
Zm00001d006059,Drought stress,Increases under treatment
Zm00001d051511,Drought stress,Increases under treatment
Zm00001d049856,Drought stress,Increases under treatment
Zm00001d015945,Drought stress,Increases under treatment
Zm00001d021288,Drought stress,Increases under treatment
Zm00001d048898,Drought stress,Increases under treatment
Zm00001d020025,Drought stress,Increases under treatment
Zm00001d046634,Drought stress,Increases under treatment
Zm00001d037624,Drought stress,Increases under treatment
Zm00001d043121,Drought stress,Increases under treatment
Zm00001d017070,Drought stress,Increases under treatment
Zm00001d029297,Drought stress,Increases under treatment
Zm00001d030577,Drought stress,Increases under treatment
Zm00001d019228,Drought stress,Increases under treatment
Zm00001d024160,Drought stress,Increases under treatment
Zm00001d015737,Drought stress,Increases under treatment
Zm00001d023617,Drought stress,Increases under treatment
Zm00001d005039,Drought stress,Increases under treatment
Zm00001d043382,Drought stress,Increases under treatment
Zm00001d019142,Drought stress,Increases under treatment
Zm00001d039216,Drought stress,Increases under treatment
Zm00001d032608,Drought stress,Increases under treatment
Zm00001d048234,Drought stress,Increases under treatment
Zm00001d008540,Drought stress,Increases under treatment
Zm00001d027520,Drought stress,Increases under treatment
Zm00001d012231,Drought stress,Increases under treatment
Zm00001d038870,Drought stress,Increases under treatment
Zm00001d013390,Drought stress,Increases under treatment
Zm00001d029515,Drought stress,Increases under treatment
Zm00001d029645,Drought stress,Increases under treatment
Zm00001d017270,Drought stress,Increases under treatment
Zm00001d023836,Drought stress,Increases under treatment
Zm00001d015421,Drought stress,Increases under treatment
Zm00001d024762,Drought stress,Increases under treatment
Zm00001d020607,Drought stress,Increases under treatment
Zm00001d047044,Drought stress,Increases under treatment
Zm00001d044109,Drought stress,Increases under treatment
Zm00001d038389,Drought stress,Increases under treatment
Zm00001d006619,Drought stress,Increases under treatment
Zm00001d049860,Drought stress,Increases under treatment
Zm00001d048281,Drought stress,Increases under treatment
Zm00001d021874,Drought stress,Increases under treatment
Zm00001d047913,Drought stress,Increases under treatment
Zm00001d019985,Drought stress,Increases under treatment
Zm00001d052063,Drought stress,Increases under treatment
Zm00001d020967,Drought stress,Increases under treatment
Zm00001d037004,Drought stress,Increases under treatment
Zm00001d023343,Drought stress,Increases under treatment
Zm00001d003247,Drought stress,Increases under treatment
Zm00001d028992,Drought stress,Increases under treatment
Zm00001d047555,Drought stress,Increases under treatment
Zm00001d048136,Drought stress,Increases under treatment
Zm00001d015242,Drought stress,Increases under treatment
Zm00001d018161,Drought stress,Increases under treatment
Zm00001d045311,Drought stress,Increases under treatment
Zm00001d040613,Drought stress,Increases under treatment
Zm00001d033180,Drought stress,Increases under treatment
Zm00001d042367,Drought stress,Increases under treatment
Zm00001d046934,Drought stress,Increases under treatment
Zm00001d052760,Drought stress,Increases under treatment
Zm00001d019062,Drought stress,Increases under treatment
Zm00001d046652,Drought stress,Increases under treatment
Zm00001d053202,Drought stress,Increases under treatment
Zm00001d021465,Drought stress,Increases under treatment
Zm00001d001849,Drought stress,Increases under treatment
Zm00001d016255,Drought stress,Increases under treatment
Zm00001d027415,Drought stress,Increases under treatment
Zm00001d047423,Drought stress,Increases under treatment
Zm00001d049768,Drought stress,Increases under treatment
Zm00001d041374,Drought stress,Increases under treatment
Zm00001d012590,Drought stress,Increases under treatment
Zm00001d012591,Drought stress,Increases under treatment
Zm00001d017000,Drought stress,Increases under treatment
Zm00001d011193,Drought stress,Increases under treatment
Zm00001d007329,Drought stress,Increases under treatment
Zm00001d023664,Drought stress,Increases under treatment
Zm00001d012610,Drought stress,Increases under treatment
Zm00001d010798,Drought stress,Increases under treatment
Zm00001d011755,Drought stress,Increases under treatment
Zm00001d051052,Drought stress,Increases under treatment
Zm00001d021430,Drought stress,Increases under treatment
Zm00001d032138,Drought stress,Increases under treatment
Zm00001d010410,Drought stress,Increases under treatment
Zm00001d037160,Drought stress,Increases under treatment
Zm00001d033623,Drought stress,Increases under treatment
Zm00001d016049,Drought stress,Increases under treatment
Zm00001d008399,Drought stress,Increases under treatment
Zm00001d053556,Drought stress,Increases under treatment
Zm00001d017032,Drought stress,Increases under treatment
Zm00001d028783,Drought stress,Increases under treatment
Zm00001d029475,Drought stress,Increases under treatment
Zm00001d013716,Drought stress,Increases under treatment
Zm00001d004768,Drought stress,Increases under treatment
Zm00001d022132,Drought stress,Increases under treatment
Zm00001d051214,Drought stress,Increases under treatment
Zm00001d013507,Drought stress,Increases under treatment
Zm00001d051225,Drought stress,Increases under treatment
Zm00001d010075,Drought stress,Increases under treatment
Zm00001d028814,Drought stress,Increases under treatment
Zm00001d028616,Drought stress,Increases under treatment
Zm00001d045935,Drought stress,Increases under treatment
Zm00001d020315,Drought stress,Increases under treatment
Zm00001d026042,Drought stress,Increases under treatment
Zm00001d052340,Drought stress,Increases under treatment
Zm00001d039338,Drought stress,Increases under treatment
Zm00001d044124,Drought stress,Increases under treatment
Zm00001d036483,Drought stress,Increases under treatment
Zm00001d034787,Drought stress,Increases under treatment
Zm00001d014925,Drought stress,Increases under treatment
Zm00001d003607,Drought stress,Increases under treatment
Zm00001d012333,Drought stress,Increases under treatment
Zm00001d048432,Drought stress,Increases under treatment
Zm00001d048561,Drought stress,Increases under treatment
Zm00001d011953,Drought stress,Increases under treatment
Zm00001d033374,Drought stress,Increases under treatment
Zm00001d017422,Drought stress,Increases under treatment
Zm00001d037937,Drought stress,Increases under treatment
Zm00001d048947,Drought stress,Increases under treatment
Zm00001d050266,Drought stress,Increases under treatment
Zm00001d012764,Drought stress,Increases under treatment
Zm00001d025023,Drought stress,Increases under treatment
Zm00001d051584,Drought stress,Increases under treatment
Zm00001d024273,Drought stress,Increases under treatment
Zm00001d035443,Drought stress,Increases under treatment
Zm00001d037305,Drought stress,Increases under treatment
Zm00001d040190,Drought stress,Increases under treatment
Zm00001d023934,Drought stress,Increases under treatment
Zm00001d015025,Drought stress,Increases under treatment
Zm00001d018636,Drought stress,Increases under treatment
Zm00001d013962,Drought stress,Increases under treatment
Zm00001d050055,Drought stress,Increases under treatment
Zm00001d050056,Drought stress,Increases under treatment
Zm00001d043544,Drought stress,Increases under treatment
Zm00001d018342,Drought stress,Increases under treatment
Zm00001d017033,Drought stress,Increases under treatment
Zm00001d041972,Drought stress,Increases under treatment
Zm00001d043875,Drought stress,Increases under treatment
Zm00001d051739,Drought stress,Increases under treatment
Zm00001d012321,Drought stress,Increases under treatment
Zm00001d000112,Drought stress,Increases under treatment
Zm00001d027809,Drought stress,Increases under treatment
Zm00001d003328,Drought stress,Increases under treatment
Zm00001d029009,Drought stress,Increases under treatment
Zm00001d013099,Drought stress,Increases under treatment
Zm00001d002876,Drought stress,Increases under treatment
Zm00001d034160,Drought stress,Increases under treatment
Zm00001d042140,Drought stress,Increases under treatment
Zm00001d042833,Drought stress,Increases under treatment
Zm00001d051139,Drought stress,Increases under treatment
Zm00001d047259,Drought stress,Increases under treatment
Zm00001d003524,Drought stress,Increases under treatment
Zm00001d027353,Drought stress,Increases under treatment
Zm00001d042211,Drought stress,Increases under treatment
Zm00001d051554,Drought stress,Increases under treatment
Zm00001d048690,Drought stress,Increases under treatment
Zm00001d052136,Drought stress,Increases under treatment
Zm00001d052137,Drought stress,Increases under treatment
Zm00001d028304,Drought stress,Increases under treatment
Zm00001d037495,Drought stress,Increases under treatment
Zm00001d007255,Drought stress,Increases under treatment
Zm00001d038453,Drought stress,Increases under treatment
Zm00001d023294,Drought stress,Increases under treatment
Zm00001d023291,Drought stress,Increases under treatment
Zm00001d015405,Drought stress,Increases under treatment
Zm00001d018331,Drought stress,Increases under treatment
Zm00001d025340,Drought stress,Increases under treatment
Zm00001d045136,Drought stress,Increases under treatment
Zm00001d013551,Drought stress,Increases under treatment
Zm00001d007229,Drought stress,Increases under treatment
Zm00001d051977,Drought stress,Increases under treatment
Zm00001d005818,Drought stress,Increases under treatment
Zm00001d003669,Drought stress,Increases under treatment
Zm00001d032148,Drought stress,Increases under treatment
Zm00001d020042,Drought stress,Increases under treatment
Zm00001d039499,Drought stress,Increases under treatment
Zm00001d011486,Drought stress,Increases under treatment
Zm00001d038194,Drought stress,Increases under treatment
Zm00001d034433,Drought stress,Increases under treatment
Zm00001d051082,Drought stress,Increases under treatment
Zm00001d053939,Drought stress,Increases under treatment
Zm00001d037150,Drought stress,Increases under treatment
Zm00001d022581,Drought stress,Increases under treatment
Zm00001d044301,Drought stress,Increases under treatment
Zm00001d036441,Drought stress,Increases under treatment
Zm00001d036737,Drought stress,Increases under treatment
Zm00001d037057,Drought stress,Increases under treatment
Zm00001d014191,Drought stress,Increases under treatment
Zm00001d008325,Drought stress,Increases under treatment
Zm00001d051156,Drought stress,Increases under treatment
Zm00001d010869,Drought stress,Increases under treatment
Zm00001d042627,Drought stress,Increases under treatment
Zm00001d020615,Drought stress,Increases under treatment
Zm00001d013923,Drought stress,Increases under treatment
Zm00001d031062,Drought stress,Increases under treatment
Zm00001d003757,Drought stress,Increases under treatment
Zm00001d020094,Drought stress,Increases under treatment
Zm00001d031657,Drought stress,Increases under treatment
Zm00001d002849,Drought stress,Increases under treatment
Zm00001d047235,Drought stress,Increases under treatment
Zm00001d031635,Drought stress,Increases under treatment
Zm00001d047236,Drought stress,Increases under treatment
Zm00001d010287,Drought stress,Increases under treatment
Zm00001d020931,Drought stress,Increases under treatment
Zm00001d034501,Drought stress,Increases under treatment
Zm00001d027332,Drought stress,Increases under treatment
Zm00001d038049,Drought stress,Increases under treatment
Zm00001d051611,Drought stress,Increases under treatment
Zm00001d011133,Drought stress,Increases under treatment
Zm00001d043174,Drought stress,Increases under treatment
Zm00001d000224,Drought stress,Increases under treatment
Zm00001d032999,Drought stress,Increases under treatment
Zm00001d005890,Drought stress,Increases under treatment
Zm00001d032308,Drought stress,Increases under treatment
Zm00001d053215,Drought stress,Increases under treatment
Zm00001d012600,Drought stress,Increases under treatment
Zm00001d052122,Drought stress,Increases under treatment
Zm00001d016708,Drought stress,Increases under treatment
Zm00001d017409,Drought stress,Increases under treatment
Zm00001d026248,Drought stress,Increases under treatment
Zm00001d027721,Drought stress,Increases under treatment
Zm00001d039514,Drought stress,Increases under treatment
Zm00001d037675,Drought stress,Increases under treatment
Zm00001d018803,Drought stress,Increases under treatment
Zm00001d043923,Drought stress,Increases under treatment
Zm00001d037453,Drought stress,Increases under treatment
Zm00001d037085,Drought stress,Increases under treatment
Zm00001d026632,Drought stress,Increases under treatment
Zm00001d039453,Drought stress,Increases under treatment
Zm00001d011624,Drought stress,Increases under treatment
Zm00001d039575,Drought stress,Increases under treatment
Zm00001d032810,Drought stress,Increases under treatment
Zm00001d020765,Drought stress,Increases under treatment
Zm00001d003022,Drought stress,Increases under treatment
Zm00001d018527,Drought stress,Increases under treatment
Zm00001d018529,Drought stress,Increases under treatment
Zm00001d018718,Drought stress,Increases under treatment
Zm00001d001869,Drought stress,Increases under treatment
Zm00001d009927,Drought stress,Increases under treatment
Zm00001d016950,Drought stress,Increases under treatment
Zm00001d015434,Drought stress,Increases under treatment
Zm00001d024143,Drought stress,Increases under treatment
Zm00001d017547,Drought stress,Increases under treatment
Zm00001d045391,Drought stress,Increases under treatment
Zm00001d017791,Drought stress,Increases under treatment
Zm00001d003309,Drought stress,Increases under treatment
Zm00001d022367,Drought stress,Increases under treatment
Zm00001d021628,Drought stress,Increases under treatment
Zm00001d005798,Drought stress,Increases under treatment
Zm00001d037025,Drought stress,Increases under treatment
Zm00001d052206,Drought stress,Increases under treatment
Zm00001d025274,Drought stress,Increases under treatment
Zm00001d032300,Drought stress,Increases under treatment
Zm00001d028408,Drought stress,Increases under treatment
Zm00001d038954,Drought stress,Increases under treatment
Zm00001d016824,Drought stress,Increases under treatment
Zm00001d024347,Drought stress,Increases under treatment
Zm00001d043850,Drought stress,Increases under treatment
Zm00001d033369,Drought stress,Increases under treatment
Zm00001d007507,Drought stress,Increases under treatment
Zm00001d039685,Drought stress,Increases under treatment
Zm00001d052375,Drought stress,Increases under treatment
Zm00001d047663,Drought stress,Increases under treatment
Zm00001d028368,Drought stress,Increases under treatment
Zm00001d004706,Drought stress,Increases under treatment
Zm00001d038226,Drought stress,Increases under treatment
Zm00001d006329,Drought stress,Increases under treatment
Zm00001d006330,Drought stress,Increases under treatment
Zm00001d028303,Drought stress,Increases under treatment
Zm00001d028144,Drought stress,Increases under treatment
Zm00001d027755,Drought stress,Increases under treatment
Zm00001d045610,Drought stress,Increases under treatment
Zm00001d018200,Drought stress,Increases under treatment
Zm00001d022637,Drought stress,Increases under treatment
Zm00001d007341,Drought stress,Increases under treatment
Zm00001d019504,Drought stress,Increases under treatment
Zm00001d037289,Drought stress,Increases under treatment
Zm00001d020530,Drought stress,Increases under treatment
Zm00001d034740,Drought stress,Increases under treatment
Zm00001d008548,Drought stress,Increases under treatment
Zm00001d037318,Drought stress,Increases under treatment
Zm00001d023596,Drought stress,Increases under treatment
Zm00001d051238,Drought stress,Increases under treatment
Zm00001d044421,Drought stress,Increases under treatment
Zm00001d033019,Drought stress,Increases under treatment
Zm00001d014780,Drought stress,Increases under treatment
Zm00001d039936,Drought stress,Increases under treatment
Zm00001d014953,Drought stress,Increases under treatment
Zm00001d025055,Drought stress,Increases under treatment
Zm00001d006034,Drought stress,Increases under treatment
Zm00001d021336,Drought stress,Increases under treatment
Zm00001d014988,Drought stress,Increases under treatment
Zm00001d032186,Drought stress,Increases under treatment
Zm00001d016299,Drought stress,Increases under treatment
Zm00001d031209,Drought stress,Increases under treatment
Zm00001d038304,Drought stress,Increases under treatment
Zm00001d038526,Drought stress,Increases under treatment
Zm00001d036956,Drought stress,Increases under treatment
Zm00001d012314,Drought stress,Increases under treatment
Zm00001d018966,Drought stress,Increases under treatment
Zm00001d043361,Drought stress,Increases under treatment
Zm00001d041943,Drought stress,Increases under treatment
Zm00001d034859,Drought stress,Increases under treatment
Zm00001d039769,Drought stress,Increases under treatment
Zm00001d019221,Drought stress,Increases under treatment
Zm00001d012402,Drought stress,Increases under treatment
Zm00001d042826,Drought stress,Increases under treatment
Zm00001d028931,Drought stress,Increases under treatment
Zm00001d012401,Drought stress,Increases under treatment
Zm00001d038593,Drought stress,Increases under treatment
Zm00001d044628,Drought stress,Increases under treatment
Zm00001d037610,Drought stress,Increases under treatment
Zm00001d004442,Drought stress,Increases under treatment
Zm00001d050577,Drought stress,Increases under treatment
Zm00001d004506,Drought stress,Increases under treatment
Zm00001d021449,Drought stress,Increases under treatment
Zm00001d005719,Drought stress,Increases under treatment
Zm00001d039919,Drought stress,Increases under treatment
Zm00001d039916,Drought stress,Increases under treatment
Zm00001d011737,Drought stress,Increases under treatment
Zm00001d043782,Drought stress,Increases under treatment
Zm00001d017379,Drought stress,Increases under treatment
Zm00001d007835,Drought stress,Increases under treatment
Zm00001d013202,Drought stress,Increases under treatment
Zm00001d019216,Drought stress,Increases under treatment
Zm00001d019312,Drought stress,Increases under treatment
Zm00001d050346,Drought stress,Increases under treatment
Zm00001d008812,Drought stress,Increases under treatment
Zm00001d010714,Drought stress,Increases under treatment
Zm00001d032866,Drought stress,Increases under treatment
Zm00001d026050,Drought stress,Increases under treatment
Zm00001d045386,Drought stress,Increases under treatment
Zm00001d025665,Drought stress,Increases under treatment
Zm00001d038165,Drought stress,Increases under treatment
Zm00001d019225,Drought stress,Increases under treatment
Zm00001d022468,Drought stress,Increases under treatment
Zm00001d049330,Drought stress,Increases under treatment
Zm00001d048657,Drought stress,Increases under treatment
Zm00001d049381,Drought stress,Increases under treatment
Zm00001d025831,Drought stress,Increases under treatment
Zm00001d008739,Drought stress,Increases under treatment
Zm00001d031727,Drought stress,Increases under treatment
Zm00001d043596,Drought stress,Increases under treatment
Zm00001d013212,Drought stress,Increases under treatment
Zm00001d016982,Drought stress,Increases under treatment
Zm00001d039530,Drought stress,Increases under treatment
Zm00001d024885,Drought stress,Increases under treatment
Zm00001d022451,Drought stress,Increases under treatment
Zm00001d026670,Drought stress,Increases under treatment
Zm00001d038846,Drought stress,Increases under treatment
Zm00001d018429,Drought stress,Increases under treatment
Zm00001d017352,Drought stress,Increases under treatment
Zm00001d036008,Drought stress,Increases under treatment
Zm00001d021952,Drought stress,Increases under treatment
Zm00001d048320,Drought stress,Increases under treatment
Zm00001d041067,Drought stress,Increases under treatment
Zm00001d028718,Drought stress,Increases under treatment
Zm00001d042027,Drought stress,Increases under treatment
Zm00001d033853,Drought stress,Increases under treatment
Zm00001d026559,Drought stress,Increases under treatment
Zm00001d038904,Drought stress,Increases under treatment
Zm00001d038221,Drought stress,Increases under treatment
Zm00001d006813,Drought stress,Increases under treatment
Zm00001d043651,Drought stress,Increases under treatment
Zm00001d032458,Drought stress,Increases under treatment
Zm00001d052075,Drought stress,Increases under treatment
Zm00001d052079,Drought stress,Increases under treatment
Zm00001d017959,Drought stress,Increases under treatment
Zm00001d014794,Drought stress,Increases under treatment
Zm00001d027727,Drought stress,Increases under treatment
Zm00001d028151,Drought stress,Increases under treatment
Zm00001d022327,Drought stress,Increases under treatment
Zm00001d011932,Drought stress,Increases under treatment
Zm00001d032030,Drought stress,Increases under treatment
Zm00001d013956,Drought stress,Increases under treatment
Zm00001d051850,Drought stress,Increases under treatment
Zm00001d028775,Drought stress,Increases under treatment
Zm00001d020100,Drought stress,Increases under treatment
Zm00001d048621,Drought stress,Increases under treatment
Zm00001d043205,Drought stress,Increases under treatment
Zm00001d012420,Drought stress,Increases under treatment
Zm00001d029087,Drought stress,Increases under treatment
Zm00001d043586,Drought stress,Increases under treatment
Zm00001d053068,Drought stress,Increases under treatment
Zm00001d052060,Drought stress,Increases under treatment
Zm00001d009797,Drought stress,Increases under treatment
Zm00001d039444,Drought stress,Increases under treatment
Zm00001d020332,Drought stress,Increases under treatment
Zm00001d046549,Drought stress,Increases under treatment
Zm00001d029091,Drought stress,Increases under treatment
Zm00001d028720,Drought stress,Increases under treatment
Zm00001d038913,Drought stress,Increases under treatment
Zm00001d015361,Drought stress,Increases under treatment
Zm00001d020888,Drought stress,Increases under treatment
Zm00001d007822,Drought stress,Increases under treatment
Zm00001d018122,Drought stress,Increases under treatment
Zm00001d037632,Drought stress,Increases under treatment
Zm00001d046574,Drought stress,Increases under treatment
Zm00001d009365,Drought stress,Increases under treatment
Zm00001d036925,Drought stress,Increases under treatment
Zm00001d012450,Drought stress,Increases under treatment
Zm00001d017505,Drought stress,Increases under treatment
Zm00001d048424,Drought stress,Increases under treatment
Zm00001d005748,Drought stress,Increases under treatment
Zm00001d046883,Drought stress,Increases under treatment
Zm00001d040672,Drought stress,Increases under treatment
Zm00001d053143,Drought stress,Increases under treatment
Zm00001d015658,Drought stress,Increases under treatment
Zm00001d036532,Drought stress,Increases under treatment
Zm00001d036951,Drought stress,Increases under treatment
Zm00001d017648,Drought stress,Increases under treatment
Zm00001d052435,Drought stress,Increases under treatment
Zm00001d053703,Drought stress,Increases under treatment
Zm00001d042267,Drought stress,Increases under treatment
Zm00001d039644,Drought stress,Increases under treatment
Zm00001d034723,Drought stress,Increases under treatment
Zm00001d019163,Drought stress,Increases under treatment
Zm00001d009075,Drought stress,Increases under treatment
Zm00001d043087,Drought stress,Increases under treatment
Zm00001d016016,Drought stress,Increases under treatment
Zm00001d034601,Drought stress,Increases under treatment
Zm00001d002799,Drought stress,Increases under treatment
Zm00001d022101,Drought stress,Increases under treatment
Zm00001d034807,Drought stress,Increases under treatment
Zm00001d002847,Drought stress,Increases under treatment
Zm00001d053356,Drought stress,Increases under treatment
Zm00001d022044,Drought stress,Increases under treatment
Zm00001d022335,Drought stress,Increases under treatment
Zm00001d052457,Drought stress,Increases under treatment
